Hotels,Ratings,Price,Link,Descriptions
Aparthotel Bcn Montjuic,"8,3",¬ 205,https://www.booking.com/hotel/es/bcn-montjuic.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AvWB760GwAIB0gIkOGE1MDJhZWMtOWQ0Ny00OGI5LTk4MmItMTY4YzRiMDU3ODM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-07&checkout=2024-06-08&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=50ab710c675f014c&srepoch=1706803489&all_sr_blocks=9458125_88196208_0_2_0&highlighted_blocks=9458125_88196208_0_2_0&matching_block_id=9458125_88196208_0_2_0&sr_pri_blocks=9458125_88196208_0_2_0__20536&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Este aparthotel de diseño está ubicado a los pies del monte Montjuic, a 10 minutos a pie de la estación de metro Plaza Espanya y de la parada del autobús que lleva al aeropuerto. Cuenta con WiFi gratuita y azotea con terraza solárium y piscina de temporada.

El BCN Montjuic se halla a 5 minutos a pie del centro comercial Las Arenas y a poca distancia a pie del estadio olímpico. El centro de Barcelona queda a 15 minutos en metro o autobús.

Las habitaciones del aparthotel Montjuic son modernas y están equipadas con aire acondicionado y calefacción. Además, disponen de TV de pantalla plana, zona de estar y cocina con microondas y nevera.

Los apartamentos también tienen baño privado, zona de estar con sofá cama y cocina bien equipada con lavadora. Se facilitan toallas y ropa de cama.

El Aparthotel Bcn Montjuic cuenta con sala de TV, recepción 24 horas y mostrador de información turística donde organizar visitas a los lugares de interés de la zona. También se presta un servicio de lavandería."
The Central House Barcelona Gracia,"8,8",¬ 161,https://www.booking.com/hotel/es/rodama3n-barcelona-centre.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AvWB760GwAIB0gIkOGE1MDJhZWMtOWQ0Ny00OGI5LTk4MmItMTY4YzRiMDU3ODM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-07&checkout=2024-06-08&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=50ab710c675f014c&srepoch=1706803489&all_sr_blocks=57658001_88797809_0_2_0&highlighted_blocks=57658001_88797809_0_2_0&matching_block_id=57658001_88797809_0_2_0&sr_pri_blocks=57658001_88797809_0_2_0__16085&from=searchresults#hotelTmpl,"El TCH Barcelona Grácia está situado junto a los jardines del palacio Robert y a menos de 100 metros de la estación de metro Diagonal y del paseo de Gracia.

El TCH Barcelona Grácia ocupa un edificio del siglo XIX y tiene una decoración sencilla y moderna, así como una zona de estar y una cocina compartidas. Las habitaciones privadas y compartidas disponen de WiFi gratuita, literas, calefacción y baño privado o compartido.

Además, el establecimiento cuenta con una terraza bonita con sofás, plantas y cenador.

El Rodamón se encuentra a unos 5 minutos a pie de La Pedrera y del Museo Egipcio. A menos de 10 minutos a pie se hallan las cafeterías, los bares y los restaurantes del barrio de Gracia.

La plaza de Cataluña y Las Ramblas se sitúan a solo 2 paradas de la estación de metro Diagonal."
Ecozentric,"7,6",¬ 131,https://www.booking.com/hotel/es/ecozentric.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AvWB760GwAIB0gIkOGE1MDJhZWMtOWQ0Ny00OGI5LTk4MmItMTY4YzRiMDU3ODM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-07&checkout=2024-06-08&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=50ab710c675f014c&srepoch=1706803489&all_sr_blocks=54473302_344950443_2_0_0&highlighted_blocks=54473302_344950443_2_0_0&matching_block_id=54473302_344950443_2_0_0&sr_pri_blocks=54473302_344950443_2_0_0__13081&from=searchresults#hotelTmpl,"El Ecozentric está situado en el centro de Barcelona, a solo 5 minutos a pie de la Plaza de Cataluña y de la Casa Batlló de Gaudí. Este establecimiento ecológico ofrece habitaciones modernas con conexión Wi-Fi gratuita y TV LED.

Las habitaciones del Ecozentric están insonorizadas e incluyen aire acondicionado, TV de bajo consumo y sábanas de algodón orgánico. Todas disponen de baño privado con ducha de efecto lluvia.

El establecimiento sirve té, café y galletas de forma gratuita durante todo el día y cuenta con un salón donde podrá relajarse.

El Museo de Arte Contemporáneo de Barcelona MACBA y el barrio del Raval quedan a 7 minutos a pie del Ecozentric, mientras que el mercado de la Boquería y el Palau de la Música Catalana se hallan a 13 minutos, también a pie. De la Plaza de Cataluña parten autobuses hacia el aeropuerto.

El Ecozentric dona una parte de cada reserva para la reforestación de los bosques."
Hotel Alimara,"8,3",¬ 130,https://www.booking.com/hotel/es/hotelalimara.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AvWB760GwAIB0gIkOGE1MDJhZWMtOWQ0Ny00OGI5LTk4MmItMTY4YzRiMDU3ODM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-07&checkout=2024-06-08&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=50ab710c675f014c&srepoch=1706803489&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__12976&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Hotel Alimara es moderno y está ubicado en el barrio barcelonés de Horta. Cuenta con centro de fitness, jardín central, varias salas de reuniones y habitaciones con TV de pantalla plana.

Todas las habitaciones del Alimara Hotel están equipadas con aire acondicionado y calefacción. Todos los alojamientos disponen de baño privado con secador de pelo.

El restaurante del establecimiento Alimara propone platos de la cocina mediterránea con un toque moderno. Hay menú infantil. El hotel alberga el bar SUMMUM, que cuenta con terraza y ofrece comida, bebidas y aperitivos.

El hotel se halla a 1 minuto a pie de la estación de metro Mundet y a un trayecto de 12 minutos del centro de Barcelona. El emblemático parque Güell de Gaudí queda a 4 paradas desde la estación de metro Mundet."
Hotel Lleó,"8,2",¬ 190,https://www.booking.com/hotel/es/lleo.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AvWB760GwAIB0gIkOGE1MDJhZWMtOWQ0Ny00OGI5LTk4MmItMTY4YzRiMDU3ODM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-07&checkout=2024-06-08&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=50ab710c675f014c&srepoch=1706803489&all_sr_blocks=9116202_275786763_0_2_0&highlighted_blocks=9116202_275786763_0_2_0&matching_block_id=9116202_275786763_0_2_0&sr_pri_blocks=9116202_275786763_0_2_0__19006&from=searchresults#hotelTmpl,"El Hotel Lleó se encuentra junto a la plaza de Catalunya y las famosas Ramblas de Barcelona. Ofrece una pequeña piscina en la azotea con solárium y tumbonas, WiFi gratuita y habitaciones con TV de pantalla plana.

El Hotel Lleó presenta una decoración elegante con suelo pulido, elementos de cristal y una atractiva iluminación en todas sus instalaciones. Dispone de habitaciones amplias con aire acondicionado, nevera y TV vía satélite.

El restaurante elabora una amplia variedad de cocina mediterránea. También sirve un desayuno cada mañana de 07:00 a 11:00.

El Lleó alberga una zona de salón y un bar que prepara bebidas.

El Hotel Lleó está a poca distancia a pie de muchos lugares de interés de Barcelona. Se halla a 1 minuto a pie de las Ramblas y a 100 metros de la estación de metro más cercana, que comunica con la Casa Batlló y la Sagrada Familia de Gaudí en 10 minutos."
Hostal Balmes Centro,"7,3",¬ 103,https://www.booking.com/hotel/es/hostal-centro-barcelona.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AvWB760GwAIB0gIkOGE1MDJhZWMtOWQ0Ny00OGI5LTk4MmItMTY4YzRiMDU3ODM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-07&checkout=2024-06-08&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=50ab710c675f014c&srepoch=1706803489&all_sr_blocks=28644610_88635036_0_0_0&highlighted_blocks=28644610_88635036_0_0_0&matching_block_id=28644610_88635036_0_0_0&sr_pri_blocks=28644610_88635036_0_0_0__10324&from=searchresults#hotelTmpl,"El Hostal Balmes Centro ofrece recepción 24 horas, servicio de información turística, conexión WiFi gratuita y consigna de equipaje gratuita. Este establecimiento se encuentra en Barcelona, a 5 minutos a pie del paseo de Gracia y de La Pedrera, una de las obras maestras de Gaudí.

Todas las habitaciones del Hostal Balmes Centro cuentan con TV de pantalla plana, armario, nevera, 1 cama doble o 2 individuales y baño privado o compartido con bañera o ducha, secador de pelo y artículos de aseo gratuitos.

 En los alrededores hay numerosos bares y restaurantes que sirven tapas tradicionales.

El mostrador de información turística del Hostal Balmes Centro permite alquilar coches o bicicletas y organizar excursiones. La plaza de Cataluña y las Ramblas están situadas a 10 minutos a pie, mientras que la Casa Batlló se encuentra a 500 metros.

El aeropuerto de Barcelona El Prat se halla a 17 minutos en coche. Además, a 550 metros del establecimiento hay una estación con servicio regular de trenes hacia el aeropuerto."
Pensión 45,"6,3",¬ 94,https://www.booking.com/hotel/es/pension-45.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AvWB760GwAIB0gIkOGE1MDJhZWMtOWQ0Ny00OGI5LTk4MmItMTY4YzRiMDU3ODM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-07&checkout=2024-06-08&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=50ab710c675f014c&srepoch=1706803489&all_sr_blocks=1240802_190208126_0_0_0&highlighted_blocks=1240802_190208126_0_0_0&matching_block_id=1240802_190208126_0_0_0&sr_pri_blocks=1240802_190208126_0_0_0__9376&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Ubicada en un edificio de gran interés artístico, construido a principios del siglo XIX, conservando parte de su decoración original ofrece una alojamiento sencillo con un trato cálido y familiar.

Un establecimiento tranquilo y confortable con una perfecta ubicación para perderse por la parte del casco antiguo y muy bien comunicada con transporte público para moverse por otras zonas o alrededores de la ciudad. La estación de Renfe está a escasos metros. Ideal para los que quieren conocer el corazón de Barcelona y beneficiarse al máximo de su ambiente de ocio, comercial y cultural. A escasos metros del MACBA, Las Ramblas, Plaça Catalunya y la Universidad Central."
Vincci Bit,"8,4",¬ 186,https://www.booking.com/hotel/es/vincci-bit.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AvWB760GwAIB0gIkOGE1MDJhZWMtOWQ0Ny00OGI5LTk4MmItMTY4YzRiMDU3ODM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-07&checkout=2024-06-08&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=50ab710c675f014c&srepoch=1706803489&all_sr_blocks=36066801_338644194_0_2_0&highlighted_blocks=36066801_338644194_0_2_0&matching_block_id=36066801_338644194_0_2_0&sr_pri_blocks=36066801_338644194_0_2_0__18580&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Vincci Bit se encuentra a tan solo 10 minutos andando de la playa de la Mar Bella. La estación de metro de El Maresme Forum está a 7 minutos a pie. El establecimiento cuenta con sauna, gimnasio y piscina en la azotea con vistas a la ciudad.

El restaurante sirve desayuno buffet y comidas a la carta, incluidos productos sin gluten. También hay salón, bar y servicio de habitaciones.

Las habitaciones del Vincci Bit son luminosas y cómodas, y disponen de aire acondicionado, TV de pantalla plana, carta de almohadas y minibar. Los baños privados incluyen ducha, secador de pelo y artículos de aseo gratuitos. Hay WiFi gratuita.

Hay varios bares, restaurantes y tiendas a pocos minutos a pie del hotel. El centro comercial Diagonal Mar está a solo 300 metros.

El Centro Internacional de Convenciones (CCIB) está a 9 minutos a pie del Vincci Bit. Se puede llegar al centro histórico de Barcelona en solo 15 minutos en metro o tranvía."
Ilunion Auditori,"8,2",¬ 170,https://www.booking.com/hotel/es/confortel-auditori.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AvWB760GwAIB0gIkOGE1MDJhZWMtOWQ0Ny00OGI5LTk4MmItMTY4YzRiMDU3ODM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-07&checkout=2024-06-08&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=50ab710c675f014c&srepoch=1706803489&all_sr_blocks=9277401_107323228_0_2_0&highlighted_blocks=9277401_107323228_0_2_0&matching_block_id=9277401_107323228_0_2_0&sr_pri_blocks=9277401_107323228_0_2_0__17026&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Ilunion Auditori, situado a 10 minutos a pie de la estación de tren y de la estación de metro Arc de Triomf, alberga un gimnasio y tiene una piscina de 3 metros de ancho y 5 metros de largo en la azotea. Hay WiFi gratuita en todas las zonas.

Todas las habitaciones del Auditori son modernas y disponen de suelo de madera, aire acondicionado, caja fuerte y TV de pantalla plana con canales vía satélite. El baño privado incluye secador de pelo y artículos de aseo gratuitos.

Este hotel está oficialmente adaptado para personas con discapacidad. Las habitaciones adaptadas para personas con discapacidad o con discapacidad auditiva o visual están disponibles bajo petición.

El Ilunion Auditori sirve un desayuno buffet a diario y elabora platos a la carta con productos de temporada. También se ofrece un menú especial para celíacos y personas con intolerancias. El horario del servicio de habitaciones es limitado y el bar abre por las noches. Además, hay numerosos restaurantes y bares en las zonas cercanas del Eixample, el Born y el Barrio Gótico.

Este establecimiento alberga un gimnasio equipado con máquinas de ejercicio cardiovascular. La piscina de temporada de la azotea está rodeada de tumbonas y ofrece vistas impresionantes a la ciudad.

En la zona de recepción hay ordenadores con conexión a internet gratuita. El famoso Auditorio de Barcelona se halla a 5 minutos a pie del establecimiento, mientras que la basílica de la Sagrada Familia y el parque de la Ciutadella quedan a 1,5 km. Asimismo, este establecimiento facilita aparcamiento privado subterráneo por un suplemento.

Este hotel cuenta con la certificación oficial sobre espacios adaptados para personas con movilidad reducida."
Catalonia Roma,"8,0",¬ 208,https://www.booking.com/hotel/es/cataloniaroma.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AvWB760GwAIB0gIkOGE1MDJhZWMtOWQ0Ny00OGI5LTk4MmItMTY4YzRiMDU3ODM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-07&checkout=2024-06-08&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=50ab710c675f014c&srepoch=1706803489&all_sr_blocks=9059507_194586916_0_2_0&highlighted_blocks=9059507_194586916_0_2_0&matching_block_id=9059507_194586916_0_2_0&sr_pri_blocks=9059507_194586916_0_2_0__20826&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Catalonia Roma se encuentra a 600 metros de la estación de Sants (AVE y metro). Ofrece WiFi gratuita. El centro de Barcelona queda a 10 minutos en metro o autobús.

Desde la estación de Sants, se puede tomar un tren directo al aeropuerto de Barcelona. La parada del autobús que lleva al aeropuerto también está fuera.

Las habitaciones son modernas y disponen de aire acondicionado, suelo de madera, TV vía satélite y nevera pequeña con agua gratuita. Hay caja fuerte, minibar y baño privado con secador de pelo.

El restaurante del hotel sirve un desayuno buffet. Se presta un servicio de habitaciones. También alberga un bar.

El hotel se encuentra a unos 15 minutos a pie de la plaza de España, de la Fuente Mágica de Montjuic y del Centro de Conferencias Fira.

La recepción del Catalonia Roma está abierta las 24 horas y cuenta con un gran tragaluz de estilo vidriera. Hay servicio de alquiler de coches y servicio de cambio de divisa.

Mascotas: Solo se admite 1 perro o gato de menos de 20 kg por habitación (bajo petición). Se debe abonar un suplemento de 22 EUR por animal y noche, además de un depósito de 200 EUR."
Catalonia Rigoletto,"8,4",¬ 200,https://www.booking.com/hotel/es/rigoletto.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AvWB760GwAIB0gIkOGE1MDJhZWMtOWQ0Ny00OGI5LTk4MmItMTY4YzRiMDU3ODM22AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-07&checkout=2024-06-08&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=50ab710c675f014c&srepoch=1706803489&all_sr_blocks=2980011_194584998_0_2_0&highlighted_blocks=2980011_194584998_0_2_0&matching_block_id=2980011_194584998_0_2_0&sr_pri_blocks=2980011_194584998_0_2_0__19980&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Catalonia Rigoletto es elegante y se halla a 500 metros del estadio Camp Nou (donde juega sus partidos como local el F.C. Barcelona) y a 5 minutos a pie de la estación de metro María Cristina. Tiene piscina al aire libre y habitaciones con WiFi gratuita y TV de pantalla plana.

Las habitaciones del hotel Rigoletto son amplias, están equipadas con aire acondicionado y presentan una decoración con mobiliario de madera oscura y tejidos de lujo. Además, disponen de TV vía satélite, minibar, caja fuerte y teléfono inteligente de uso gratuito.

Se sirve un desayuno buffet en el comedor. El restaurante La Traviata es elegante y propone platos de la cocina mediterránea. Este hotel también alberga un bar donde se exponen obras de arte con encanto.

Lugares de interés como Las Ramblas o la Casa Batlló de Gaudí quedan a 15 minutos en metro. El hotel Rigoletto se encuentra a solo 1,5 km de la estación de tren de Sants, que ofrece un servicio de enlace con el aeropuerto."
